,place,category,location
1750,러브 이즈 기빙,인테리어소품,부산광역시 수영구 광안동
1751,한결돈가스,돈가스,경기도 안산시 단원구
1752,사유적가드닝 협재식물원,카페|디저트,제주특별자치도 제주시 한림읍
1753,소앵븟,요리주점,제주특별자치도 제주시 외도1동
1754,중국가정식 장강중류,중식당,서울특별시 용산구 이태원동
1755,감성밥,일식당,경기도 하남시 풍산동
1756,샤오린,카페|디저트,서울특별시 노원구 공릉동
1757,삼교리동치미막국수 동해점,막국수,강원도 동해시 용정동
1758,또 봄,양식,전라남도 장흥군 장흥읍
1759,온센 강남점,일식당,서울특별시 서초구 서초동
1760,경양카츠,돈가스,경상북도 경주시 황남동
1761,225토마토스트릿,양식,울산광역시 중구 태화동
1762,마포진짜원조최대포본점,돼지고기구이,서울특별시 마포구 공덕동
1763,얼터너티브,카페|디저트,서울특별시 송파구 송파동
1764,오목눈이,베이커리,서울특별시 관악구 봉천동
1765,장어미식가,장어|먹장어요리,경기도 고양시 일산서구
1766,굳돈,돈가스,전라북도 군산시 수송동
1767,unusual,카페,서울특별시 영등포구 당산동4가
1768,온트모팅,카페|디저트,경상남도 창원시 마산합포구
1769,마시쭈,주꾸미요리,서울특별시 강동구 길동
1770,술독1989,맥주|호프,경상남도 양산시 물금읍
1771,남도분식 서촌점,남도분식,서울특별시 종로구 누상동
1772,쪼끄뜨레,돈가스,제주특별자치도 제주시 한경면
1773,저절로막창 종로점,곱창|막창|양,대구광역시 중구 전동
1774,간장을품은소라게,해물|생선요리,제주특별자치도 제주시 애월읍
1775,테일,카페|디저트,강원도 고성군 죽왕면
1776,시하도,한식,서울특별시 은평구 역촌동
1777,토부,카페|디저트,강원도 강릉시 교동
1778,플롭,피자,서울특별시 은평구 응암동
1779,핏제리아안티코,이탈리아음식,경상남도 김해시 무계동
1780,띠엘로,양식,서울특별시 강남구 역삼동
1781,바삭 신서귀포점,돈가스,제주특별자치도 서귀포시 강정동
1782,주간소바식당 산,일식당,서울특별시 종로구 통인동
1783,앗싸떡볶이,떡볶이,인천광역시 중구 내동
1784,싱싱베이커리,빵류제조,강원도 춘천시 온의동
1785,아리,일식당,제주특별자치도 서귀포시 강정동
1786,이태원주식,한식,서울특별시 용산구 이태원동
1787,팔백집,돼지고기구이,서울특별시 성북구 동선동2가
1788,미스틱3도,카페,제주특별자치도 제주시 노형동
1789,연어골,이자카야,서울특별시 동대문구 장안동
1790,백촌막국수,막국수,강원도 고성군 토성면
1791,맨션 드 방콕,태국음식,대구광역시 중구 봉산동
1792,카페소삼,카페|디저트,인천광역시 부평구 부평동
1793,한끼당,한식,서울특별시 송파구 문정동
1794,배멧초밥참치,초밥|롤,전라남도 나주시 빛가람동
1795,현미해물천국,한식,부산광역시 영도구 남항동1가
1796,이치아더포라이프,카페|디저트,전라북도 전주시 완산구
1797,바삭돈가스 애월해안도로점,돈가스,제주특별자치도 제주시 애월읍
1798,가솔린앤로지스,일식당,부산광역시 부산진구 전포동
1799,버거인,햄버거,서울특별시 용산구 청파동3가
1800,아줄레주,카페|디저트,제주특별자치도 서귀포시 성산읍
1801,해성막창집 엘시티점,곱창|막창|양,부산광역시 해운대구 중동
1802,얼스어스,카페|디저트,서울특별시 마포구 연남동
1803,지유가오카핫초메 선릉점,케이크전문,서울특별시 강남구 역삼2동
1804,후후라멘,일본식라면,경기도 고양시 덕양구
1805,조조칼국수,한식,경상북도 경주시 북군동
1806,VINUM776,이탈리아음식,경기도 하남시 신장동
1807,심야식당,일식당,제주특별자치도 서귀포시 강정동
1808,이타주의,요리주점,서울특별시 광진구 자양동
1809,육시리 남양주별내점,돼지고기구이,경기도 남양주시 별내동
1810,루스트플레이스 노형점,패밀리레스토랑,제주특별자치도 제주시 노형동
1811,털보스협재밀,퓨전음식,제주특별자치도 제주시 한림읍
1812,초밥집,초밥|롤,경기도 수원시 장안구
1813,잇텐고,일본식라면,서울특별시 마포구 합정동
1814,반기다,퓨전음식,서울특별시 종로구 익선동
1815,마루돈까스,돈가스,서울특별시 마포구 서교동
1816,카페빈카,카페|디저트,경상북도 경주시 북군동
1817,공석2020,이탈리아음식,경상북도 울진군 울진읍
1818,프라이팬1046,양식,경기도 파주시 야당동
1819,파스토보이 의정부점,이탈리아음식,경기도 의정부시 신곡동
1820,밀라노기사식당,스파게티|파스타전문,서울특별시 은평구 증산동
1821,EXPER,퓨전음식,서울특별시 강서구 마곡동
1822,6F 카페,카페|디저트,부산광역시 사하구 괴정동
1823,cafe.slowly,카페|디저트,강원도 춘천시 후평동
1824,연남별관,퓨전음식,서울특별시 마포구 연남동
1825,서귀정,한식,제주특별자치도 서귀포시 법환동
1826,비스트로도마,양식,경기도 성남시 분당구
1827,본스테이크,이탈리아음식,경기도 하남시 풍산동
1828,엉클스보라카이 매탄점,맥주|호프,경기도 수원시 영통구
1829,곱창신화,곱창|막창|양,인천광역시 연수구 송도동
1830,이층양옥,프랑스음식,서울특별시 종로구 익선동
1831,몽땅,돈가스,제주특별자치도 제주시 한경면
1832,카멜로연남,양식,서울특별시 마포구 연남동
1833,강강술래 상계점,육류|고기요리,서울특별시 노원구 상계동
1834,전준수명품청기와감자탕 쑥고개점,감자탕,서울특별시 관악구 신림동
1835,카페목간,카페,충청북도 청주시 상당구
1836,다시만나요,카페|디저트,울산광역시 남구 신정동
1837,브로콜리,양식,강원도 강릉시 사천면
1838,픽스커피 공단점,차|커피,제주특별자치도 제주시 화북이동
1839,한암동,곰탕|설렁탕,서울특별시 중구 정동
1840,더백테라스,햄버거,서울특별시 용산구 한강로2가
1841,포크웨이즈,양식,경기도 김포시 고촌읍
1842,카페빈틈,카페|디저트,경기도 고양시 일산동구
1843,머문,카페|디저트,제주특별자치도 제주시 구좌읍
1844,호화,돈가스,제주특별자치도 서귀포시 남원읍
1845,카페더메뉴얼,카페|디저트,서울특별시 중랑구 묵동
1846,웨이브온 커피,카페|디저트,부산광역시 기장군 장안읍
1847,자매보리밥,보리밥,부산광역시 영도구 봉래동1가
1848,안내소앞 카페 제비,테마카페,전라북도 남원시 인월면
1849,카페 비주비주,카페|디저트,제주특별자치도 제주시 한림읍
1850,진어참치,생선회,서울특별시 마포구 연남동
1851,곱돌이석동점,곱창|막창|양,경상남도 창원시 진해구
1852,을지다락,양식,서울특별시 중구 초동
1853,컴투레스트,카페|디저트,서울특별시 동대문구 회기동
1854,엄가네 매운짬뽕,중식당,세종특별자치시 도담동 667
1855,더플레이스 합정역점,이탈리아음식,서울특별시 마포구 합정동
1856,카페마니,카페,제주특별자치도 제주시 구좌읍
1857,트리플 투,브런치,경기도 오산시 수청동
1858,중리가마솥국밥과주물럭,국밥,경상북도 칠곡군 석적읍
1859,워크인,양식,대구광역시 달서구 감삼동
1860,청호식당,한식,제주특별자치도 서귀포시 성산읍
1861,로컬커피,카페,충청남도 공주시 교동
1862,피쉬맨횟집,생선회,강원도 강릉시 강문동
1863,카페스톤,카페|디저트,경상북도 군위군 부계면
1864,소신이쏘,육류|고기요리,서울특별시 서대문구 창천동
1865,크레이지카츠,돈가스,서울특별시 마포구 합정동
1866,권스시,초밥|롤,경상남도 창원시 마산합포구
1867,라마앤바바나 수성점,인도음식,대구광역시 수성구 두산동
1868,회향,생선회,강원도 춘천시 효자동
1869,주왕산삼계탕본점,백숙|삼계탕,대구광역시 달서구 이곡동
1870,하키-하키,이자카야,인천광역시 중구 운서동
1871,홍곱창 신촌점,곱창|막창|양,서울특별시 서대문구 창천동
1872,루흐,이탈리아음식,부산광역시 중구 광복동1가
1873,봉개포크정육식당,정육식당,제주특별자치도 제주시 봉개동
1874,강릉염전조개구이,조개요리,강원도 강릉시 포남동
1875,월가,일식당,서울특별시 강동구 천호동
1876,우미노미,일식당,서울특별시 영등포구 당산동4가
1877,7번가피자 광교신도시점,피자,경기도 수원시 영통구
1878,카페버터풀,카페|디저트,충청북도 충주시 교현동
1879,멘야아마노가와,일본식라면,경상남도 창원시 성산구
1880,햇살힐링식당,일식당,서울특별시 도봉구 방학동
1881,수구레해장국,해장국,강원도 정선군 북평면
1882,지중해참치,일식당,제주특별자치도 제주시 노형동
1883,우도향,해물|생선요리,제주특별자치도 제주시 우도면
1884,경양카츠 상수점,양식,서울특별시 마포구 상수동
1885,상상과자점,베이커리,서울특별시 노원구 공릉동
1886,김해본가뒷고기신평점,육류|고기요리,경상북도 구미시 신평동
1887,스위트로빈,카페,경기도 동두천시 보산동
1888,고블린 피자,피자,서울특별시 종로구 부암동
1889,이멜다분식,양식,서울특별시 중구 산림동
1890,참터식당,백반|가정식,서울특별시 송파구 가락동
1891,조갈시대,한식,경기도 광명시 소하동
1892,연가,돼지고기구이,서울특별시 동작구 노량진동
1893,맘맘테이블 건대점,베트남음식,서울특별시 광진구 화양동
1894,봉주르하와이,퓨전음식,경기도 수원시 영통구
1895,오연어,이자카야,부산광역시 연제구 연산동
1896,온실리움,카페|디저트,울산광역시 울주군 상북면
1897,ebt,이탈리아음식,서울특별시 강남구 신사동
1898,7930 손님식탁,양식,대전광역시 중구 오류동
1899,벌교꼬막포차,한식,서울특별시 중랑구 상봉2동
1900,아워팜,카페,경기도 성남시 중원구
1901,리가든 두정점,돼지고기구이,충청남도 천안시 서북구
1902,파파야리프,아시아음식,서울특별시 강남구 역삼동
1903,애나의숲 브런치카페,브런치,제주특별자치도 서귀포시 서귀동
1904,성산보말죽칼국수 성산점,한식,제주특별자치도 서귀포시 성산읍
1905,스팟비,샌드위치,제주특별자치도 서귀포시 성산읍
1906,다니엘스키친 흑돈,돈가스,서울특별시 관악구 신림동
1907,상춘재,해물|생선요리,제주특별자치도 제주시 조천읍
1908,또바기,백반|가정식,전라북도 남원시 금동
1909,제임스치즈등갈비,육류|고기요리,서울특별시 중구 을지로6가
1910,거무티티,카페,서울특별시 성동구 행당동
1911,류몽민,닭갈비,서울특별시 강남구 논현동
1912,카페이면,카페,제주특별자치도 제주시 한림읍
1913,작은나폴리,이탈리아음식,서울특별시 서대문구 연희동
1914,초원목오리마을,한식,인천광역시 남동구 논현동
1915,암사고바우감자탕,한식,서울특별시 강동구 암사동
1916,오똔느플레르&amp;브런치카페,브런치,경기도 시흥시 산현동
1917,가든한밤,와인,서울특별시 용산구 갈월동
1918,해방곱창 대전괴정점,곱창|막창|양,대전광역시 서구 괴정동
1919,무월식탁 을지로,한식,서울특별시 중구 을지로1가
1920,카페베이커리 리코,베이커리,경기도 안산시 단원구
